ts,vio_x,vio_y,candidates_tried,best_n_inliers,best_reproj_err,anchor_x,anchor_y,outcome
1776895999.688,68.053,-0.149,2,66,1.02,68.12432027302447,-0.42687506486864835,published_std0.05_shift0.3
1776896000.188,68.053,-0.149,2,69,1.22,68.13795383221036,-0.41324802647845726,published_std0.05_shift0.3
1776896000.688,68.105,-0.082,2,51,1.18,68.24678460144995,-0.4506377125697071,published_std0.05_shift0.4
1776896001.188,68.159,-0.014,2,51,1.12,68.31519839978647,-0.5749508258073344,published_std0.05_shift0.6
1776896001.690,68.224,0.049,2,39,1.19,68.36773670102959,-0.5550578558767929,published_std0.05_shift0.6
1776896002.188,68.224,0.049,2,43,1.23,68.39625046015381,-0.5256871262532947,published_std0.05_shift0.6
1776896002.689,68.262,0.098,2,39,1.17,68.42704745642703,-0.5194588228480062,published_std0.05_shift0.6
1776896003.191,68.296,0.141,2,49,1.17,68.47635696259964,-0.6480871732197102,published_std0.05_shift0.8
1776896003.689,68.330,0.192,2,48,1.19,68.6015008341417,-0.6778676742852292,published_std0.05_shift0.9
1776896004.188,68.359,0.247,2,51,1.20,68.5695692656095,-0.7034333835991837,published_std0.05_shift1.0
1776896004.689,68.359,0.247,2,56,1.14,68.68104071372439,-0.6073784046477908,published_std0.05_shift0.9
1776896005.188,68.389,0.310,2,61,1.48,68.81332028013684,-0.5443738059531866,published_std0.05_shift1.0
1776896005.688,68.427,0.368,2,53,1.31,68.62677310372695,-1.0949817906503188,published_std0.05_shift1.5
1776896006.188,68.459,0.429,2,44,1.20,68.92128450576747,-0.5977515527067566,published_std0.05_shift1.1
1776896006.691,68.459,0.429,2,41,1.29,68.93262082379208,-0.5807232547930777,published_std0.05_shift1.1
1776896007.188,68.487,0.488,2,38,1.30,68.86477210858938,-0.703284218090817,published_std0.05_shift1.2
1776896007.688,68.512,0.550,2,28,1.26,68.9393111190869,-0.5678028772743385,published_std0.05_shift1.2
1776896008.188,68.528,0.610,2,30,1.37,68.97664697395717,-0.5912599356294413,published_std0.05_shift1.3
1776896008.688,68.540,0.675,2,38,1.32,69.05624500621681,-0.44010120205837855,published_std0.05_shift1.2
1776896009.188,68.540,0.675,2,35,1.54,69.00661709005173,-0.7730735874518104,published_std0.05_shift1.5
1776896009.688,68.547,0.742,1,24,1.10,69.00962511262867,-0.7654445649703676,published_std0.07_shift1.6
1776896010.190,68.542,0.790,2,35,1.34,69.08761646385948,-0.7915346895728845,published_std0.05_shift1.7
1776896010.688,68.536,0.840,2,39,1.42,69.19552637604211,-0.829575166386779,published_std0.05_shift1.8
1776896011.188,68.540,0.884,2,29,1.44,69.25219881681778,-0.7072462145527159,published_std0.05_shift1.7
1776896011.688,68.540,0.884,2,38,1.28,69.32834884648587,-0.5045154851489191,published_std0.05_shift1.6
1776896012.188,68.542,0.923,2,41,1.42,69.34420633011061,-0.6403516233240751,published_std0.05_shift1.8
1776896012.689,68.552,0.959,2,37,1.41,69.2744142095413,-1.0485824743830987,published_std0.05_shift2.1
1776896013.188,68.564,1.003,2,33,1.16,69.20519044371042,-1.1207770346858856,published_std0.05_shift2.2
1776896013.688,68.564,1.003,2,45,1.39,69.31498718303024,-1.0934655470893446,published_std0.05_shift2.2
1776896014.188,68.583,1.052,2,54,1.37,69.41931191803388,-0.9178828191318266,published_std0.05_shift2.1
1776896014.688,68.601,1.089,2,55,1.37,69.45700025534329,-0.9497166028619713,published_std0.05_shift2.2
1776896015.189,68.627,1.127,2,51,1.25,69.57613593249134,-0.8593129026724475,published_std0.05_shift2.2
1776896015.688,68.655,1.171,2,54,1.24,69.56658612802839,-0.8167023738187096,published_std0.05_shift2.2
1776896016.190,68.655,1.171,2,59,1.40,69.561065014165,-0.9207860849954028,published_std0.05_shift2.3
1776896016.688,68.680,1.208,2,46,1.22,69.55279447160703,-1.1173493852472172,published_std0.05_shift2.5
1776896017.188,68.707,1.245,2,52,1.32,69.67947393685614,-0.8589302762952742,published_std0.05_shift2.3
1776896017.688,68.782,1.350,2,50,1.16,69.76029776095687,-1.0822648106234178,published_std0.05_shift2.6
1776896018.191,68.782,1.350,2,45,1.06,69.68233772597476,-1.1657170579741727,published_std0.05_shift2.7
1776896018.688,68.863,1.462,2,44,1.28,69.98471983900077,-1.0856572595478933,published_std0.05_shift2.8
1776896019.189,68.945,1.575,2,44,1.35,70.02579693568333,-1.1592638594495435,published_std0.05_shift2.9
1776896019.688,69.028,1.688,2,45,1.30,70.07742503279135,-1.118692322716241,published_std0.05_shift3.0
1776896020.188,69.145,1.858,2,37,1.21,70.04193280811346,-1.070631679774901,published_std0.05_shift3.1
1776896020.689,69.145,1.858,2,46,1.43,70.37000056474417,-1.4436587196502582,published_std0.05_shift3.5
1776896021.188,69.266,2.044,2,48,1.34,70.54782134448534,-1.2787680743979952,published_std0.05_shift3.6
1776896021.688,69.376,2.235,1,40,1.45,70.81344591794202,-1.4130854074994539,published_std0.05_shift3.9
1776896022.190,69.480,2.426,1,43,1.40,70.944209251104,-1.5659228358406656,published_std0.05_shift4.3
1776896022.688,69.522,2.507,1,42,1.22,70.91825524046546,-1.5343314603120095,published_std0.05_shift4.3
1776896023.188,69.522,2.507,1,23,1.23,71.0910744082483,-1.3817882337688299,published_std0.08_shift4.2
1776896023.688,69.548,2.564,1,14,1.44,71.38485495656799,-1.6694678405419947,published_std0.20_shift4.6
1776896024.188,69.565,2.618,1,11,1.26,71.09909983502189,-1.5378802783640042,published_std0.20_shift4.4
1776896024.688,69.576,2.673,1,0,,,,no_pnp_accept
1776896025.190,69.576,2.673,1,16,1.24,71.03583216907423,-1.914698668716828,published_std0.18_shift4.8
1776896025.688,69.586,2.732,1,0,,,,no_pnp_accept
1776896026.188,69.596,2.791,1,0,,,,no_pnp_accept
1776896026.688,69.601,2.853,1,0,,,,no_pnp_accept
1776896027.188,69.603,2.913,1,0,,,,no_pnp_accept
1776896027.689,69.603,2.913,1,0,,,,no_pnp_accept
1776896028.188,69.581,3.041,1,10,1.26,70.7434603222695,-1.6166151597587584,published_std0.20_shift4.8
1776896028.688,69.555,3.187,1,0,,,,no_pnp_accept
1776896029.188,69.514,3.330,1,0,,,,no_pnp_accept
1776896029.688,69.514,3.330,1,0,,,,no_pnp_accept
1776896030.188,69.462,3.458,1,0,,,,no_pnp_accept
1776896030.689,69.438,3.520,1,0,,,,no_pnp_accept
1776896031.189,69.414,3.574,1,0,,,,no_pnp_accept
1776896031.688,69.392,3.624,1,0,,,,no_pnp_accept
1776896032.188,69.392,3.624,1,0,,,,no_pnp_accept
1776896032.690,69.370,3.674,1,0,,,,no_pnp_accept
1776896033.189,69.278,3.881,1,0,,,,no_pnp_accept
1776896033.688,69.170,4.124,1,0,,,,no_pnp_accept
1776896034.188,69.170,4.124,1,0,,,,no_pnp_accept
1776896034.688,69.067,4.369,1,0,,,,no_pnp_accept
1776896035.188,68.962,4.619,1,0,,,,no_pnp_accept
1776896035.688,68.857,4.860,2,65,1.28,69.11829716495801,4.769502974094748,published_std0.05_shift0.3
1776896036.189,68.749,5.103,2,57,1.35,69.10283810339874,4.772629963469746,published_std0.05_shift0.5
1776896036.689,68.749,5.103,2,38,1.35,69.11960662176979,4.81548311013306,published_std0.05_shift0.5
1776896037.188,68.645,5.349,2,22,1.49,69.4445515609416,5.167806918039062,published_std0.10_shift0.8
1776896037.688,68.543,5.587,2,22,1.32,68.85322069154684,4.883632769136992,published_std0.10_shift0.8
1776896038.188,68.501,5.684,2,12,1.33,69.31656788516325,4.792820872742739,published_std0.20_shift1.2
1776896038.688,68.501,5.684,2,25,1.19,69.1507397324672,4.716597951026418,published_std0.05_shift1.2
1776896039.190,68.480,5.732,2,29,1.30,69.1627343696127,4.795491631597231,published_std0.05_shift1.2
1776896039.688,68.458,5.771,2,24,1.30,69.12341982351481,4.7585460810566005,published_std0.07_shift1.2
1776896040.188,68.444,5.831,2,18,1.15,69.02405573098876,4.657490849628858,published_std0.16_shift1.3
1776896040.688,68.412,6.018,2,22,1.27,69.05561245325455,4.665367738690948,published_std0.10_shift1.5
1776896041.188,68.412,6.018,2,21,1.32,69.05629140058377,4.675065757611638,published_std0.11_shift1.5
1776896041.691,68.385,6.225,2,17,1.26,69.16512719313589,4.747859612526082,published_std0.17_shift1.7
1776896042.188,68.360,6.439,2,12,0.91,69.13260927152693,4.688399759265981,published_std0.20_shift1.9
1776896042.688,68.344,6.656,2,24,1.29,69.05846224969054,4.663652009752164,published_std0.07_shift2.1
1776896043.189,68.344,6.656,2,17,1.11,69.15654064621245,4.79164429969908,published_std0.17_shift2.0
1776896043.688,68.336,6.807,2,13,1.14,69.1940362182944,4.8724367151010135,published_std0.20_shift2.1
1776896044.188,68.328,6.950,2,22,1.27,69.10286337226067,4.712628926930712,published_std0.10_shift2.4
1776896044.688,68.320,7.094,2,18,1.47,69.25571674859638,4.92150191235727,published_std0.16_shift2.4
1776896045.188,68.312,7.235,2,18,1.19,69.13221340104626,4.709181129169393,published_std0.16_shift2.7
1776896045.688,68.312,7.235,2,17,0.89,69.16861564321866,4.759695351227927,published_std0.17_shift2.6
1776896046.188,68.296,7.433,2,16,1.55,69.33407668426305,4.943487246664584,published_std0.18_shift2.7
1776896046.688,68.271,7.643,1,0,,,,no_pnp_accept
1776896047.188,68.241,7.848,1,0,,,,no_pnp_accept
1776896047.690,68.241,7.848,1,0,,,,no_pnp_accept
1776896048.189,68.204,8.052,1,13,1.40,69.24859151017955,4.7738547299564855,published_std0.20_shift3.4
1776896048.688,68.153,8.272,1,17,1.30,69.28914406718107,4.850031759362807,published_std0.17_shift3.6
1776896049.188,68.099,8.498,1,11,1.14,69.00133799281977,4.699599190376778,published_std0.20_shift3.9
1776896049.688,68.099,8.498,1,21,1.35,69.27167816381575,4.8636702322166485,published_std0.11_shift3.8
1776896050.188,68.042,8.727,1,21,1.61,69.31538853532454,4.9227815076904005,published_std0.11_shift4.0
1776896050.688,67.984,8.954,1,13,1.10,69.14181318801633,4.722346591292386,published_std0.20_shift4.4
1776896051.188,67.916,9.179,1,16,1.46,69.35626572798583,4.989543541563792,published_std0.18_shift4.4
1776896051.688,67.849,9.405,1,18,1.20,69.36047543426002,4.983093212474743,published_std0.16_shift4.7
1776896052.188,67.849,9.405,1,21,1.42,69.26940436619606,4.794758001351043,published_std0.11_shift4.8
1776896052.688,67.772,9.632,1,17,1.50,69.27840899036276,4.949069585601439,published_std0.17_shift4.9
1776896053.188,67.699,9.854,1,15,1.35,69.18432807866202,4.800237500395652,consistency_fail_5.3m
1776896053.688,67.612,10.075,1,0,,,,no_pnp_accept
1776896054.188,67.612,10.075,1,0,,,,no_pnp_accept
1776896054.690,67.524,10.295,1,0,,,,no_pnp_accept
1776896055.188,67.435,10.510,1,0,,,,no_pnp_accept
1776896055.688,67.334,10.724,1,16,1.35,69.11166794407406,4.768604628199842,consistency_fail_6.2m
1776896056.191,67.249,10.897,1,14,1.28,69.2935227690712,4.929396511450686,consistency_fail_6.3m
1776896056.688,67.249,10.897,1,10,0.96,69.5537084503592,5.076048266002977,consistency_fail_6.3m
1776896057.190,67.154,11.049,1,0,,,,no_pnp_accept
1776896057.689,67.049,11.198,1,0,,,,no_pnp_accept
1776896058.188,66.938,11.336,2,84,1.13,67.03419657549202,11.196977020245086,published_std0.05_shift0.2
1776896058.688,66.938,11.336,2,75,1.12,67.06304782618554,11.23545386271183,published_std0.05_shift0.2
1776896059.188,66.893,11.390,2,74,1.21,67.07509489391217,11.252014108864213,published_std0.05_shift0.2
1776896059.689,66.857,11.430,2,66,1.06,67.14131526806361,11.364395676168845,published_std0.05_shift0.3
1776896060.188,66.822,11.472,2,63,1.12,67.1384674124146,11.356730177396633,published_std0.05_shift0.3
1776896060.688,66.788,11.510,2,67,1.16,67.21487373936954,11.469119794598717,published_std0.05_shift0.4
1776896061.188,66.788,11.510,2,59,1.26,67.15247846234433,11.383220852248112,published_std0.05_shift0.4
1776896061.688,66.742,11.550,2,45,1.28,67.1076401077461,11.351957827338836,published_std0.05_shift0.4
1776896062.188,66.696,11.587,2,30,1.07,67.28974059265835,11.807928406719654,published_std0.05_shift0.6
1776896062.691,66.660,11.619,2,23,0.99,67.03397070608413,11.359093796551754,published_std0.08_shift0.5
1776896063.188,66.608,11.650,2,22,1.26,67.07997482136147,11.306279907386292,published_std0.10_shift0.6
1776896063.688,66.608,11.650,2,17,1.34,67.15116725664043,11.502636160284624,published_std0.17_shift0.6
1776896064.188,66.553,11.678,2,14,1.22,67.11009296636455,11.370799840603977,published_std0.20_shift0.6
1776896064.688,66.501,11.703,2,0,,,,no_pnp_accept
1776896065.188,66.434,11.716,2,0,,,,no_pnp_accept
1776896065.688,66.434,11.716,2,0,,,,no_pnp_accept
1776896066.189,66.373,11.730,2,0,,,,no_pnp_accept
1776896066.690,66.327,11.740,2,0,,,,no_pnp_accept
1776896067.188,66.291,11.763,2,0,,,,no_pnp_accept
1776896067.688,66.271,11.786,2,0,,,,no_pnp_accept
1776896068.188,66.271,11.786,2,10,1.97,67.51738968828472,12.569276670210293,published_std0.20_shift1.5
1776896068.688,66.251,11.812,2,19,1.02,66.7509668196985,11.848418740749462,published_std0.14_shift0.5
1776896069.191,66.230,11.840,2,16,1.40,67.20304492652932,11.442324465224411,published_std0.18_shift1.1
1776896069.689,66.206,11.873,2,0,,,,no_pnp_accept
1776896070.188,66.180,11.904,2,23,1.05,67.64531071669948,11.539635495900365,published_std0.08_shift1.5
1776896070.688,66.180,11.904,2,33,1.44,67.2482316509913,11.748759220479311,published_std0.05_shift1.1
1776896071.188,66.151,11.940,2,33,1.36,67.35243670423077,11.79140871824545,published_std0.05_shift1.2
1776896071.688,66.117,11.977,2,30,1.30,67.20478545634596,11.600753296121015,published_std0.05_shift1.2
1776896072.190,66.086,12.012,2,28,1.44,67.2128201484575,11.534443811529306,published_std0.05_shift1.2
1776896072.688,66.086,12.012,2,28,1.46,67.2740504478084,11.597098474471835,published_std0.05_shift1.3
1776896073.190,66.054,12.045,2,18,1.34,67.3769270234492,11.938533165654404,published_std0.16_shift1.3
1776896073.688,66.021,12.084,1,17,1.11,67.49581796485363,12.092263401357677,published_std0.17_shift1.5
1776896074.188,65.983,12.140,1,26,1.37,67.32203996088639,11.797588713286016,published_std0.05_shift1.4
1776896074.688,65.939,12.191,1,27,1.12,67.34580600694512,11.832918929510008,published_std0.05_shift1.5
1776896075.188,65.939,12.191,1,26,1.46,67.32403965645578,11.8223504924201,published_std0.05_shift1.4
1776896075.688,65.895,12.239,1,19,1.32,67.15733448927543,11.804172412954419,published_std0.14_shift1.3
1776896076.188,65.850,12.279,1,18,1.27,67.38242214127655,11.954559320404396,published_std0.16_shift1.6
1776896076.688,65.795,12.316,1,20,1.10,67.9425924401839,12.617011446291556,published_std0.12_shift2.2
1776896077.188,65.795,12.316,1,10,1.48,67.56074311625532,12.19245454426579,published_std0.20_shift1.8
1776896077.688,65.735,12.356,1,21,1.24,67.35565291136304,12.238238247713705,published_std0.11_shift1.6
1776896078.188,65.670,12.386,1,20,1.10,67.92204194273711,12.770929077540746,published_std0.12_shift2.3
1776896078.689,65.601,12.406,1,15,1.17,67.96995710173772,11.948541822221024,published_std0.20_shift2.4
1776896079.188,65.537,12.423,1,10,0.99,67.70599072891548,12.74142697047658,published_std0.20_shift2.2
1776896079.688,65.537,12.423,1,0,,,,no_pnp_accept
1776896080.188,65.479,12.439,1,12,0.98,67.57387070852519,11.881630672757062,published_std0.20_shift2.2
1776896080.689,65.425,12.460,1,0,,,,no_pnp_accept
1776896081.188,65.375,12.486,1,0,,,,no_pnp_accept
1776896081.688,65.329,12.515,1,0,,,,no_pnp_accept
1776896082.188,65.329,12.515,1,0,,,,no_pnp_accept
1776896082.688,65.280,12.551,1,0,,,,no_pnp_accept
1776896083.188,65.236,12.594,1,0,,,,no_pnp_accept
1776896083.689,65.197,12.636,1,0,,,,no_pnp_accept
1776896084.188,65.197,12.636,1,0,,,,no_pnp_accept
1776896084.688,65.168,12.679,1,0,,,,no_pnp_accept
1776896085.188,65.140,12.720,1,0,,,,no_pnp_accept
1776896085.688,65.111,12.764,1,0,,,,no_pnp_accept
1776896086.188,65.081,12.808,1,0,,,,no_pnp_accept
1776896086.688,65.081,12.808,1,0,,,,no_pnp_accept
1776896087.188,65.049,12.856,1,0,,,,no_pnp_accept
1776896087.689,65.017,12.902,1,0,,,,no_pnp_accept
1776896088.188,64.988,12.948,1,10,1.06,67.13697607857623,11.359533768303091,published_std0.20_shift2.7
1776896088.688,64.957,12.996,1,0,,,,no_pnp_accept
1776896089.188,64.957,12.996,1,14,1.24,67.06777145905808,11.246797177204995,published_std0.20_shift2.7
1776896089.688,64.926,13.040,1,0,,,,no_pnp_accept
1776896090.188,64.896,13.089,1,0,,,,no_pnp_accept
1776896090.688,64.861,13.139,1,0,,,,no_pnp_accept
1776896091.188,64.827,13.187,1,0,,,,no_pnp_accept
1776896091.688,64.827,13.187,1,0,,,,no_pnp_accept
1776896092.188,64.797,13.233,1,0,,,,no_pnp_accept
1776896092.688,64.765,13.280,1,0,,,,no_pnp_accept
1776896093.189,64.733,13.328,1,0,,,,no_pnp_accept
1776896093.688,64.733,13.328,1,0,,,,no_pnp_accept
1776896094.189,64.701,13.376,1,0,,,,no_pnp_accept
1776896094.688,64.669,13.425,1,0,,,,no_pnp_accept
1776896095.188,64.639,13.472,1,0,,,,no_pnp_accept
1776896095.688,64.608,13.518,1,0,,,,no_pnp_accept
1776896096.188,64.608,13.518,1,0,,,,no_pnp_accept
1776896096.690,64.577,13.565,1,0,,,,no_pnp_accept
1776896097.188,64.545,13.614,1,0,,,,no_pnp_accept
1776896097.689,64.514,13.663,1,0,,,,no_pnp_accept
1776896098.190,64.483,13.709,1,0,,,,no_pnp_accept
1776896098.688,64.483,13.709,1,0,,,,no_pnp_accept
1776896099.188,64.451,13.758,1,0,,,,no_pnp_accept
